Date,Open,High,Low,Close,Adj Close,Volume
2020-02-28,299.2145,302.5158,296.8208,300.1148,300.1148,1222646
2020-03-02,302.4398,305.7766,300.0203,303.3498,303.3498,1413342
2020-03-03,305.9085,309.2836,303.4613,306.829,306.829,1601594
2020-03-04,309.6215,313.0376,307.1445,310.5532,310.5532,1786287
2020-03-05,313.5745,317.0342,311.0659,314.5181,314.5181,1966331
2020-03-06,317.758,321.2639,315.216,318.7142,318.7142,2140659
2020-03-09,322.1572,325.7116,319.5799,323.1266,323.1266,2308241
2020-03-10,326.7516,330.3567,324.1376,327.7348,327.7348,2468086
2020-03-11,331.5152,335.1728,328.863,332.5127,332.5127,2619248
2020-03-12,336.4165,340.1282,333.7252,337.4288,337.4288,2760834
2020-03-13,341.4189,345.1858,338.6875,342.4462,342.4462,2892006
2020-03-16,346.4807,350.3034,343.7088,347.5232,347.5232,3011988
2020-03-17,351.5558,355.4345,348.7433,352.6136,352.6136,3120070
2020-03-18,356.5943,360.5287,353.7416,357.6673,357.6673,3215614
2020-03-19,361.5435,365.5325,358.6512,362.6314,362.6314,3298054
2020-03-20,366.3486,370.3905,363.4178,367.4509,367.4509,3366903
2020-03-23,370.9537,375.0465,367.9861,372.0699,372.0699,3421754
2020-03-24,375.3037,379.4444,372.3012,376.433,376.433,3462281
2020-03-25,379.3447,383.53,376.3099,380.4861,380.4861,3488246
2020-03-26,383.026,387.252,379.9618,384.1786,384.1786,3499495
2020-03-27,386.3015,390.5636,383.2111,387.4639,387.4639,3495962
2020-03-30,389.1304,393.4237,386.0173,390.3013,390.3013,3477667
2020-03-31,391.4788,395.798,388.347,392.6568,392.6568,3444718
2020-04-01,393.3208,397.6603,390.1742,394.5043,394.5043,3397310
2020-04-02,394.639,398.9931,391.4819,395.8265,395.8265,3335724
2020-04-03,395.4251,399.7879,392.2617,396.615,396.615,3260325
2020-04-06,395.6803,400.0459,392.5149,396.8709,396.8709,3171557
2020-04-07,395.4149,399.7776,392.2516,396.6047,396.6047,3069946
2020-04-08,394.6484,399.0026,391.4912,395.8359,395.8359,2956092
2020-04-09,393.4082,397.7488,390.261,394.592,394.592,2830670
2020-04-10,391.7296,396.0516,388.5958,392.9084,392.9084,2694421
2020-04-13,389.6539,393.953,386.5367,390.8264,390.8264,2548151
2020-04-14,387.2275,391.4998,384.1297,388.3927,388.3927,2392725
2020-04-15,384.5006,388.7429,381.4246,385.6576,385.6576,2229061
2020-04-16,381.5257,385.7351,378.4735,382.6737,382.6737,2058129
2020-04-17,378.3563,382.5307,375.3294,379.4948,379.4948,1880939
2020-04-20,375.0455,379.1834,372.0451,376.174,376.174,1698538
2020-04-21,371.6448,375.7452,368.6717,372.7631,372.7631,1512006
2020-04-22,368.2032,372.2657,365.2576,369.3112,369.3112,1322447
2020-04-23,364.766,368.7905,361.8479,365.8636,365.8636,1130980
2020-04-24,361.3742,365.3613,358.4832,362.4616,362.4616,1061261
2020-04-27,358.0636,362.0141,355.1991,359.141,359.141,1253140
2020-04-28,354.8648,358.78,352.0259,355.9326,355.9326,1443522
2020-04-29,351.8025,355.6839,348.988,352.861,352.861,1631281
2020-04-30,348.8954,352.7448,346.1043,349.9453,349.9453,1815307
2020-05-01,346.1565,349.9757,343.3873,347.1981,347.1981,1994510
2020-05-04,343.5925,347.3834,340.8438,344.6264,344.6264,2167832
2020-05-05,341.2045,344.9691,338.4749,342.2312,342.2312,2334247
2020-05-06,338.9881,342.7282,336.2762,340.0081,340.0081,2492771
2020-05-07,336.9334,340.6509,334.238,337.9473,337.9473,2642466
2020-05-08,335.026,338.7224,332.3458,336.0341,336.0341,2782447
2020-05-11,333.2468,336.9236,330.5808,334.2496,334.2496,2911887
2020-05-12,331.573,335.2312,328.9204,332.5707,332.5707,3030019
2020-05-13,329.9783,333.6189,327.3384,330.9712,330.9712,3136145
2020-05-14,328.4338,332.0575,325.8063,329.4221,329.4221,3229637
2020-05-15,326.9088,330.5156,324.2935,327.8925,327.8925,3309943
2020-05-18,325.3711,328.9609,322.7681,326.3501,326.3501,3376587
2020-05-19,323.7882,327.3606,321.1979,324.7625,324.7625,3429176
2020-05-20,322.128,325.682,319.551,323.0973,323.0973,3467398
2020-05-21,320.3596,323.8942,317.7967,321.3236,321.3236,3491026
2020-05-22,318.4543,321.9678,315.9066,319.4125,319.4125,3499923
2020-05-25,316.3861,319.8768,313.855,317.3381,317.3381,3494034
2020-05-26,314.1329,317.5988,311.6198,315.0781,315.0781,3473395
2020-05-27,311.6768,315.1156,309.1834,312.6147,312.6147,3438128
2020-05-28,309.005,312.4143,306.533,309.9348,309.9348,3388441
2020-05-29,306.1098,309.4872,303.6609,307.0309,307.0309,3324628
2020-06-01,302.9894,306.3323,300.5655,303.9011,303.9011,3247067
2020-06-02,299.6477,302.9538,297.2506,300.5494,300.5494,3156216
2020-06-03,296.0944,299.3612,293.7257,296.9854,296.9854,3052612
2020-06-04,292.3446,295.5701,290.0058,293.2243,293.2243,2936869
2020-06-05,288.4185,291.6007,286.1112,289.2864,289.2864,2809671
2020-06-08,284.3411,287.4783,282.0664,285.1967,285.1967,2671770
2020-06-09,280.1411,283.232,277.9,280.9841,280.9841,2523982
2020-06-10,275.8504,278.8939,273.6436,276.6805,276.6805,2367181
2020-06-11,271.5034,274.4989,269.3313,272.3203,272.3203,2202294
2020-06-12,267.1356,270.083,264.9985,267.9394,267.9394,2030296
2020-06-15,262.7837,265.683,260.6814,263.5744,263.5744,1852204
2020-06-16,258.4838,261.3357,256.4159,259.2616,259.2616,1669073
2020-06-17,254.2713,257.0767,252.2372,255.0364,255.0364,1481984
2020-06-18,250.1802,252.9404,248.1787,250.933,250.933,1292045
2020-06-19,246.2421,248.9589,244.2722,246.9831,246.9831,1100379
2020-06-22,242.4863,245.1616,240.5464,243.2159,243.2159,1091880
2020-06-23,238.939,241.5752,237.0274,239.6579,239.6579,1283597
2020-06-24,235.6232,238.2229,233.7383,236.3322,236.3322,1473636
2020-06-25,232.5589,235.1247,230.6984,233.2587,233.2587,1660874
2020-06-26,229.7622,232.2972,227.9241,230.4536,230.4536,1844204
2020-06-29,227.2461,229.7534,225.4282,227.9299,227.9299,2022540
2020-06-30,225.0201,227.5027,223.2199,225.6971,225.6971,2194830
2020-07-01,223.0901,225.5515,221.3054,223.7614,223.7614,2360052
2020-07-02,221.4591,223.9025,219.6874,222.1255,222.1255,2517231
2020-07-03,220.1269,222.5555,218.3658,220.7892,220.7892,2665437
2020-07-06,219.0901,221.5073,217.3374,219.7493,219.7493,2803793
2020-07-07,218.3427,220.7517,216.5959,218.9997,218.9997,2931481
2020-07-08,217.8758,220.2796,216.1328,218.5314,218.5314,3047745
2020-07-09,217.678,220.0796,215.9366,218.333,218.333,3151899
2020-07-10,217.7355,220.1378,215.9936,218.3906,218.3906,3243326
2020-07-13,218.0321,220.4377,216.2879,218.6882,218.6882,3321485
2020-07-14,218.5498,220.9611,216.8014,219.2074,219.2074,3385915
2020-07-15,219.2684,221.6876,217.5143,219.9282,219.9282,3436233
2020-07-16,220.1662,222.5953,218.4049,220.8287,220.8287,3472143
2020-07-17,221.2202,223.6609,219.4504,221.8858,221.8858,3493433
2020-07-20,222.4061,224.8599,220.6268,223.0753,223.0753,3499975
2020-07-21,223.6991,226.1672,221.9095,224.3722,224.3722,3491732
2020-07-22,225.0741,227.5574,223.2735,225.7514,225.7514,3468752
2020-07-23,226.506,229.0051,224.694,227.1876,227.1876,3431172
2020-07-24,227.9703,230.4855,226.1466,228.6563,228.6563,3379213
2020-07-27,229.4437,231.9752,227.6082,230.1341,230.1341,3313182
2020-07-28,230.9044,233.452,229.0572,231.5992,231.5992,3233471
2020-07-29,232.3328,234.8961,230.4741,233.0319,233.0319,3140551
2020-07-30,233.7116,236.2901,231.8419,234.4148,234.4148,3034971
2020-07-31,235.0268,237.6199,233.1466,235.734,235.734,2917356
2020-08-03,236.2677,238.8744,234.3775,236.9786,236.9786,2788401
2020-08-04,237.4271,240.0467,235.5277,238.1415,238.1415,2648869
2020-08-05,238.5019,241.1334,236.5939,239.2196,239.2196,2499585
2020-08-06,239.4929,242.1353,237.577,240.2136,240.2136,2341432
2020-08-07,240.4049,243.0573,238.4817,241.1283,241.1283,2175345
2020-08-10,241.2465,243.9082,239.3165,241.9724,241.9724,2002308
2020-08-11,242.03,244.7004,240.0938,242.7583,242.7583,1823342
2020-08-12,242.7713,245.4498,240.8291,243.5018,243.5018,1639507
2020-08-13,243.489,246.1755,241.5411,244.2217,244.2217,1451890
2020-08-14,244.2046,246.899,242.251,244.9394,244.9394,1261600
2020-08-17,244.9414,247.6439,242.9819,245.6785,245.6785,1069763
2020-08-18,245.7245,248.4356,243.7587,246.4639,246.4639,1122485
2020-08-19,246.5797,249.3003,244.6071,247.3217,247.3217,1314011
2020-08-20,247.5338,250.2648,245.5535,248.2786,248.2786,1503679
2020-08-21,248.613,251.356,246.6241,249.3611,249.3611,1690368
2020-08-24,249.8434,252.6,247.8447,250.5952,250.5952,1872974
2020-08-25,251.25,254.022,249.24,252.006,252.006,2050417
2020-08-26,252.8561,255.6458,250.8332,253.6169,253.6169,2221648
2020-08-27,254.6833,257.4933,252.6459,255.4497,255.4497,2385653
2020-08-28,256.7511,259.5839,254.6971,257.5237,257.5237,2541464
2020-08-31,259.0762,261.9346,257.0036,259.8558,259.8558,2688158
2020-09-01,261.6722,264.5593,259.5789,262.4596,262.4596,2824868
2020-09-02,264.5498,267.4686,262.4334,265.3458,265.3458,2950785
2020-09-03,267.7157,270.6694,265.574,268.5213,268.5213,3065164
2020-09-04,271.173,274.1649,269.0036,271.989,271.989,3167330
2020-09-07,274.9207,277.9539,272.7213,275.7479,275.7479,3256678
2020-09-08,278.9532,282.0309,276.7216,279.7926,279.7926,3332679
2020-09-09,283.2606,286.3858,280.9945,284.1129,284.1129,3394884
2020-09-10,287.8281,291.0037,285.5254,288.6941,288.6941,3442925
2020-09-11,292.6361,295.8647,290.295,293.5166,293.5166,3476518
2020-09-14,297.6601,300.9442,295.2788,298.5558,298.5558,3495464
2020-09-15,302.871,306.2126,300.448,303.7824,303.7824,3499652
2020-09-16,308.2348,311.6356,305.7689,309.1623,309.1623,3489056
2020-09-17,313.7132,317.1744,311.2035,314.6572,314.6572,3463739
2020-09-18,319.2641,322.7865,316.7099,320.2247,320.2247,3423851
2020-09-21,324.8417,328.4257,322.243,325.8192,325.8192,3369628
2020-09-22,330.398,334.0433,327.7548,331.3922,331.3922,3301390
2020-09-23,335.8828,339.5886,333.1957,336.8935,336.8935,3219541
2020-09-24,341.2452,345.0102,338.5152,342.272,342.272,3124565
2020-09-25,346.4345,350.2568,343.663,347.4769,347.4769,3017024
2020-09-28,351.4016,355.2786,348.5903,352.4589,352.4589,2897554
2020-09-29,356.0997,360.0286,353.2509,357.1712,357.1712,2766861
2020-09-30,360.486,364.4633,357.6021,361.5707,361.5707,2625719
2020-10-01,364.5227,368.5446,361.6066,365.6196,365.6196,2474962
2020-10-02,368.1779,372.24,365.2325,369.2858,369.2858,2315481
2020-10-05,371.4265,375.5244,368.455,372.5441,372.5441,2148221
2020-10-06,374.2509,378.38,371.2569,375.377,375.377,1974169
2020-10-07,376.6417,380.7972,373.6285,377.775,377.775,1794356
2020-10-08,378.5975,382.7746,375.5687,379.7367,379.7367,1609845
2020-10-09,380.1251,384.319,377.0841,381.2689,381.2689,1421728
2020-10-12,381.2392,385.4455,378.1893,382.3864,382.3864,1231116
2020-10-13,381.9617,386.176,378.9061,383.1111,383.1111,1039137
2020-10-14,382.3211,386.5393,379.2626,383.4715,383.4715,1153072
2020-10-15,382.3514,386.5699,379.2925,383.5019,383.5019,1344377
2020-10-16,382.0909,386.3065,379.0342,383.2406,383.2406,1533646
2020-10-19,381.5815,385.7915,378.5288,382.7297,382.7297,1719758
2020-10-20,380.867,385.0692,377.8201,382.0131,382.0131,1901613
2020-10-21,379.9922,384.1847,376.9523,381.1356,381.1356,2078136
2020-10-22,379.0015,383.1831,375.9695,380.142,380.142,2248283
2020-10-23,377.938,382.1078,374.9145,379.0752,379.0752,2411047
2020-10-26,376.8422,381.0,373.8275,377.9761,377.9761,2565465
2020-10-27,375.7516,379.8973,372.7456,376.8822,376.8822,2710625
2020-10-28,374.6994,378.8335,371.7018,375.8268,375.8268,2845668
2020-10-29,373.7142,377.8374,370.7244,374.8387,374.8387,2969796
2020-10-30,372.8194,376.9327,369.8368,373.9412,373.9412,3082273
2020-11-02,372.0329,376.1375,369.0566,373.1523,373.1523,3182436
2020-11-03,371.3666,375.464,368.3957,372.4841,372.4841,3269691
2020-11-04,370.8267,374.9181,367.8601,371.9425,371.9425,3343522
2020-11-05,370.4131,374.4999,367.4498,371.5277,371.5277,3403493
2020-11-06,370.1199,374.2035,367.159,371.2336,371.2336,3449250
2020-11-09,369.9354,374.0169,366.9759,371.0485,371.0485,3480521
2020-11-10,369.8422,373.9227,366.8834,370.955,370.955,3497121
2020-11-11,369.818,373.8982,366.8594,370.9308,370.9308,3498953
2020-11-12,369.8356,373.916,366.8769,370.9485,370.9485,3486006
2020-11-13,369.8638,373.9445,366.9049,370.9767,370.9767,3458355
2020-11-16,369.8678,373.9486,366.9089,370.9808,370.9808,3416166
2020-11-17,369.8102,373.8904,366.8517,370.923,370.923,3359687
2020-11-18,369.6517,373.7301,366.6945,370.764,370.764,3289251
2020-11-19,369.3522,373.4273,366.3974,370.4636,370.4636,3205277
2020-11-20,368.8717,372.9415,365.9207,369.9816,369.9816,3108260
2020-11-23,368.1713,372.2334,365.226,369.2792,369.2792,2998775
2020-11-24,367.2147,371.2662,364.277,368.3197,368.3197,2877468
2020-11-25,365.9687,370.0065,363.041,367.07,367.07,2745057
2020-11-26,364.4048,368.4253,361.4895,365.5013,365.5013,2602326
2020-11-27,362.4995,366.4989,359.5995,363.5902,363.5902,2450118
2020-11-30,360.2357,364.2102,357.3538,361.3197,361.3197,2289333
2020-12-01,357.6032,361.5487,354.7424,358.6792,358.6792,2120924
2020-12-02,354.5989,358.5112,351.7621,355.6659,355.6659,1945884
2020-12-03,351.2273,355.1024,348.4175,352.2841,352.2841,1765251
2020-12-04,347.5003,351.3343,344.7203,348.5459,348.5459,1580092
2020-12-07,343.4371,347.2263,340.6896,344.4705,344.4705,1391502
2020-12-08,339.0638,342.8047,336.3513,340.084,340.084,1200597
2020-12-09,334.4123,338.1019,331.737,335.4186,335.4186,1008505
2020-12-10,329.5202,333.1558,326.884,330.5117,330.5117,1183636
2020-12-11,324.4288,328.0083,321.8334,325.405,325.405,1374693
2020-12-14,319.1832,322.7047,316.6297,320.1436,320.1436,1563533
2020-12-15,313.83,317.2925,311.3193,314.7743,314.7743,1749040
2020-12-16,308.4171,311.8199,305.9497,309.3451,309.3451,1930117
2020-12-17,302.992,306.335,300.5681,303.9038,303.9038,2105693
2020-12-18,297.6014,300.8848,295.2205,298.4968,298.4968,2274730
2020-12-21,292.2894,295.5143,289.9511,293.1689,293.1689,2436228
2020-12-22,287.0977,290.2653,284.801,287.9616,287.9616,2589231
2020-12-23,282.0645,285.1765,279.808,282.9132,282.9132,2732836
2020-12-24,277.2238,280.2825,275.006,278.058,278.058,2866192
2020-12-25,272.6056,275.6133,270.4248,273.4259,273.4259,2988511
2020-12-28,268.2353,271.1947,266.0894,269.0424,269.0424,3099069
2020-12-29,264.1336,267.0478,262.0205,264.9284,264.9284,3197213
2020-12-30,260.3167,263.1888,258.2342,261.1,261.1,3282363
2020-12-31,256.7963,259.6296,254.7419,257.569,257.569,3354013
2021-01-01,253.5797,256.3774,251.551,254.3427,254.3427,3411742
2021-01-04,250.6698,253.4355,248.6644,251.4241,251.4241,3455207
2021-01-05,248.0659,250.8028,246.0813,248.8123,248.8123,3484151
2021-01-06,245.7632,248.4747,243.797,246.5027,246.5027,3498403
2021-01-07,243.7536,246.4429,241.8035,244.487,244.487,3497879
2021-01-08,242.0258,244.6961,240.0896,242.754,242.754,3482583
2021-01-11,240.5655,243.2196,238.6409,241.2893,241.2893,3452603
2021-01-12,239.3557,241.9966,237.4409,240.076,240.076,3408118
2021-01-13,238.3773,241.0073,236.4703,239.0946,239.0946,3349391
2021-01-14,237.6088,240.2303,235.7079,238.3237,238.3237,3276769
2021-01-15,237.0271,239.6423,235.1309,237.7403,237.7403,3190682
2021-01-18,236.6079,239.2185,234.7151,237.3199,237.3199,3091639
2021-01-19,236.3258,238.9332,234.4352,237.0369,237.0369,2980225
2021-01-20,236.1548,238.7603,234.2656,236.8654,236.8654,2857099
2021-01-21,236.0688,238.6734,234.1802,236.7791,236.7791,2722990
2021-01-22,236.042,238.6463,234.1537,236.7523,236.7523,2578691
2021-01-25,236.0496,238.654,234.1612,236.7599,236.7599,2425056
2021-01-26,236.068,238.6725,234.1794,236.7783,236.7783,2262992
2021-01-27,236.0753,238.68,234.1867,236.7857,236.7857,2093458
2021-01-28,236.0522,238.6566,234.1638,236.7625,236.7625,1917458
2021-01-29,235.982,238.5856,234.0941,236.692,236.692,1736031
2021-02-01,235.851,238.4532,233.9642,236.5607,236.5607,1550252
2021-02-02,235.6492,238.2492,233.764,236.3583,236.3583,1361218
2021-02-03,235.3703,237.9672,233.4873,236.0785,236.0785,1170047
2021-02-04,235.0118,237.6047,233.1317,235.719,235.719,1022128
2021-02-05,234.5752,237.1633,232.6986,235.2811,235.2811,1214173
2021-02-08,234.066,236.6485,232.1935,234.7703,234.7703,1404951
2021-02-09,233.4933,236.0695,231.6254,234.1959,234.1959,1593335
2021-02-10,232.87,235.4392,231.007,233.5707,233.5707,1778209
2021-02-11,232.2118,234.7739,230.3542,232.9106,232.9106,1958481
2021-02-12,231.5378,234.0924,229.6855,232.2345,232.2345,2133084
2021-02-15,230.869,233.4162,229.022,231.5637,231.5637,2300986
2021-02-16,230.2284,232.7686,228.3866,230.9212,230.9212,2461193
2021-02-17,229.6406,232.1743,227.8035,230.3316,230.3316,2612759
2021-02-18,229.1309,231.6589,227.2978,229.8204,229.8204,2754786
2021-02-19,228.7249,231.2484,226.8951,229.4131,229.4131,2886435
2021-02-22,228.4483,230.9688,226.6207,229.1357,229.1357,3006928
2021-02-23,228.326,230.8452,226.4994,229.0131,229.0131,3115551
2021-02-24,228.3823,230.9021,226.5553,229.0695,229.0695,3211661
2021-02-25,228.6399,231.1625,226.8108,229.3279,229.3279,3294692
2021-02-26,229.1201,231.648,227.2871,229.8095,229.8095,3364151
2021-03-01,229.8419,232.3778,228.0032,230.5335,230.5335,3419628
2021-03-02,230.8226,233.3693,228.976,231.5172,231.5172,3460795
2021-03-03,232.0768,234.6373,230.2202,232.7751,232.7751,3487408
2021-03-04,233.6166,236.1941,231.7476,234.3195,234.3195,3499310
2021-03-05,235.4511,238.0489,233.5675,236.1596,236.1596,3496431
2021-03-08,237.5867,240.208,235.686,238.3016,238.3016,3478786
2021-03-09,240.0264,242.6747,238.1062,240.7487,240.7487,3446482
2021-03-10,242.7701,245.4486,240.8279,243.5006,243.5006,3399709
2021-03-11,245.8139,248.526,243.8474,246.5536,246.5536,3338743
2021-03-12,249.1506,251.8995,247.1574,249.9003,249.9003,3263945
2021-03-15,252.7691,255.5579,250.7469,253.5296,253.5296,3175758
2021-03-16,256.6543,259.486,254.6011,257.4266,257.4266,3074703
2021-03-17,260.7877,263.6649,258.7014,261.5724,261.5724,2961377
2021-03-18,265.1465,268.0719,263.0253,265.9443,265.9443,2836452
2021-03-19,269.7044,272.6801,267.5468,270.516,270.516,2700665
2021-03-22,274.4317,277.4595,272.2363,275.2575,275.2575,2554820
2021-03-23,279.2952,282.3767,277.0608,280.1356,280.1356,2399780
2021-03-24,284.2588,287.3951,281.9847,285.1142,285.1142,2236461
2021-03-25,289.2844,292.4761,286.9701,290.1548,290.1548,2065829
2021-03-26,294.3318,297.5792,291.9772,295.2175,295.2175,1888893
2021-03-29,299.3601,302.663,296.9652,300.2609,300.2609,1706701
2021-03-30,304.3281,307.6858,301.8935,305.2439,305.2439,1520328
2021-03-31,309.1954,312.6068,306.7218,310.1258,310.1258,1330879
2021-04-01,313.9232,317.3867,311.4118,314.8678,314.8678,1139472
2021-04-02,318.4754,321.9891,315.9276,319.4337,319.4337,1052758
2021-04-05,322.8193,326.381,320.2368,323.7907,323.7907,1244677
2021-04-06,326.9269,330.5339,324.3115,327.9106,327.9106,1435149
2021-04-07,330.7751,334.4246,328.1289,331.7705,331.7705,1623048
2021-04-08,334.3468,338.0357,331.672,335.3529,335.3529,1807262
2021-04-09,337.6309,341.3561,334.9299,338.6469,338.6469,1986701
2021-04-12,340.6231,344.3812,337.8981,341.648,341.648,2160305
2021-04-13,343.3254,347.1133,340.5788,344.3584,344.3584,2327047
2021-04-14,345.7464,349.561,342.9804,346.7867,346.7867,2485940
2021-04-15,347.9007,351.7391,345.1175,348.9475,348.9475,2636044
2021-04-16,349.8086,353.6681,347.0101,350.8612,350.8612,2776473
2021-04-19,351.4952,355.3733,348.6833,352.5529,352.5529,2906396
2021-04-20,352.9897,356.8843,350.1658,354.0519,354.0519,3025043
2021-04-21,354.3246,358.2339,351.49,355.3908,355.3908,3131714
2021-04-22,355.5344,359.457,352.6901,356.6042,356.6042,3225777
2021-04-23,356.655,360.59,353.8017,357.7282,357.7282,3306677
2021-04-26,357.7225,361.6693,354.8607,358.7989,358.7989,3373934
2021-04-27,358.7724,362.7307,355.9022,359.8519,359.8519,3427152
2021-04-28,359.8384,363.8085,356.9597,360.9211,360.9211,3466014
2021-04-29,360.9518,364.9343,358.0642,362.038,362.038,3490292
2021-04-30,362.1409,366.1365,359.2438,363.2306,363.2306,3499842
2021-05-03,363.4299,367.4396,360.5224,364.5234,364.5234,3494607
2021-05-04,364.8384,368.8637,361.9197,365.9362,365.9362,3474618
2021-05-05,366.3815,370.4238,363.4504,367.4839,367.4839,3439994
2021-05-06,368.0684,372.1293,365.1238,369.1759,369.1759,3390939
2021-05-07,369.9029,373.9841,366.9437,371.016,371.016,3327744
2021-05-10,371.883,375.9861,368.908,373.002,373.002,3250782
2021-05-11,374.0005,378.1269,371.0085,375.1259,375.1259,3160508
2021-05-12,376.2411,380.3922,373.2312,377.3732,377.3732,3057456
2021-05-13,378.5846,382.7615,375.5559,379.7238,379.7238,2942236
2021-05-14,381.0049,385.2086,377.9569,382.1514,382.1514,2815529
2021-05-17,383.4706,387.7015,380.4029,384.6245,384.6245,2678085
2021-05-18,385.945,390.2032,382.8575,387.1063,387.1063,2530716
2021-05-19,388.387,392.6721,385.2799,389.5557,389.5557,2374294
2021-05-20,390.7517,395.0629,387.6257,391.9275,391.9275,2209744
2021-05-21,392.9913,397.3272,389.8474,394.1738,394.1738,2038039
2021-05-24,395.056,399.4147,391.8955,396.2447,396.2447,1860195
2021-05-25,396.8952,401.2742,393.72,398.0895,398.0895,1677264
2021-05-26,398.4587,402.855,395.2711,399.6577,399.6577,1490327
2021-05-27,399.6981,404.108,396.5005,400.9008,400.9008,1300491
2021-05-28,400.5678,404.9873,397.3633,401.7731,401.7731,1108877
2021-05-31,401.0267,405.4512,397.8185,402.2334,402.2334,1083380
2021-06-01,401.0391,405.4638,397.8308,402.2459,402.2459,1275145
2021-06-02,400.5763,404.9959,397.3717,401.7817,401.7817,1465282
2021-06-03,399.6171,404.0261,396.4201,400.8195,400.8195,1652668
2021-06-04,398.1487,402.5416,394.9636,399.3468,399.3468,1836193
2021-06-07,396.1677,400.5386,392.9983,397.3597,397.3597,2014773
2021-06-08,393.6794,398.0229,390.5299,394.864,394.864,2187352
2021-06-09,390.6986,395.0092,387.573,391.8742,391.8742,2352908
2021-06-10,387.249,391.5215,384.151,388.4142,388.4142,2510463
2021-06-11,383.3622,387.5919,380.2953,384.5158,384.5158,2659084
2021-06-14,379.0775,383.2599,376.0449,380.2181,380.2181,2797893
2021-06-15,374.4402,378.5714,371.4446,375.5669,375.5669,2926070
2021-06-16,369.5006,373.5773,366.5446,370.6124,370.6124,3042854
2021-06-17,364.3128,368.3323,361.3983,365.4091,365.4091,3147557
2021-06-18,358.9332,362.8933,356.0617,360.0132,360.0132,3239559
2021-06-21,353.4188,357.3181,350.5915,354.4823,354.4823,3318315
2021-06-22,347.8265,351.6642,345.0439,348.8732,348.8732,3383361
2021-06-23,342.2115,345.9871,339.4738,343.2412,343.2412,3434310
2021-06-24,336.626,340.3401,333.933,337.639,337.639,3470863
2021-06-25,331.1191,334.7723,328.4701,332.1154,332.1154,3492802
2021-06-28,325.735,329.3289,323.1291,326.7152,326.7152,3499998
2021-06-29,320.5134,324.0497,317.9493,321.4779,321.4779,3492409
2021-06-30,315.4885,318.9694,312.9646,316.4379,316.4379,3470079
2021-07-01,310.689,314.1169,308.2035,311.6239,311.6239,3433140
2021-07-02,306.1378,309.5155,303.6887,307.059,307.059,3381811
