Date,Open,High,Low,Close,Adj Close,Volume
2020-03-30,223.774,226.2429,221.9838,224.4473,224.4473,3477667
2020-03-31,225.1469,227.6309,223.3457,225.8244,225.8244,3444718
2020-04-01,226.2288,228.7248,224.4189,226.9095,226.9095,3397310
2020-04-02,227.0096,229.5142,225.1935,227.6927,227.6927,3335724
2020-04-03,227.4845,229.9944,225.6646,228.169,228.169,3260325
2020-04-06,227.654,230.1658,225.8328,228.3391,228.3391,3171557
2020-04-07,227.5241,230.0344,225.7039,228.2088,228.2088,3069946
2020-04-08,227.1058,229.6115,225.2889,227.7892,227.7892,2956092
2020-04-09,226.4149,228.9129,224.6035,227.0962,227.0962,2830670
2020-04-10,225.4714,227.9591,223.6677,226.1499,226.1499,2694421
2020-04-13,224.2992,226.774,222.5048,224.9742,224.9742,2548151
2020-04-14,222.9249,225.3845,221.1415,223.5957,223.5957,2392725
2020-04-15,221.3774,223.8198,219.6064,222.0435,222.0435,2229061
2020-04-16,219.6867,222.1105,217.9292,220.3477,220.3477,2058129
2020-04-17,217.8837,220.2876,216.1406,218.5393,218.5393,1880939
2020-04-20,215.9989,218.382,214.2709,216.6488,216.6488,1698538
2020-04-21,214.0619,216.4237,212.3494,214.7061,214.7061,1512006
2020-04-22,212.101,214.4412,210.4042,212.7393,212.7393,1322447
2020-04-23,210.1423,212.4608,208.4611,210.7746,210.7746,1130980
2020-04-24,208.2092,210.5064,206.5436,208.8357,208.8357,1061261
2020-04-27,206.3226,208.599,204.6721,206.9435,206.9435,1253140
2020-04-28,204.5,206.7563,202.864,205.1154,205.1154,1443522
2020-04-29,202.7558,204.9928,201.1337,203.3659,203.3659,1631281
2020-04-30,201.1006,203.3194,199.4918,201.7057,201.7057,1815307
2020-05-01,199.542,201.7436,197.9457,200.1425,200.1425,1994510
2020-05-04,198.084,200.2695,196.4993,198.68,198.68,2167832
2020-05-05,196.7271,198.8976,195.1533,197.319,197.319,2334247
2020-05-06,195.4688,197.6255,193.9051,196.057,196.057,2492771
2020-05-07,194.3036,196.4474,192.7492,194.8883,194.8883,2642466
2020-05-08,193.2231,195.3549,191.6773,193.8045,193.8045,2782447
2020-05-11,192.2163,194.337,190.6785,192.7946,192.7946,2911887
2020-05-12,191.27,193.3803,189.7398,191.8455,191.8455,3030019
2020-05-13,190.3692,192.4696,188.8463,190.942,190.942,3136145
2020-05-14,189.4972,191.588,187.9813,190.0674,190.0674,3229637
2020-05-15,188.6363,190.7175,187.1272,189.2039,189.2039,3309943
2020-05-18,187.7678,189.8395,186.2657,188.3328,188.3328,3376587
2020-05-19,186.8732,188.9349,185.3782,187.4355,187.4355,3429176
2020-05-20,185.9337,187.9851,184.4462,186.4931,186.4931,3467398
2020-05-21,184.9315,186.9719,183.4521,185.488,185.488,3491026
2020-05-22,183.8502,185.8786,182.3794,184.4034,184.4034,3499923
2020-05-25,182.6745,184.69,181.2132,183.2242,183.2242,3494034
2020-05-26,181.3919,183.3932,179.9407,181.9377,181.9377,3473395
2020-05-27,179.9918,181.9777,178.5519,180.5334,180.5334,3438128
2020-05-28,178.4668,180.4358,177.0391,179.0038,179.0038,3388441
2020-05-29,176.8125,178.7633,175.398,177.3446,177.3446,3324628
2020-06-01,175.0278,176.9589,173.6276,175.5545,175.5545,3247067
2020-06-02,173.115,175.0249,171.73,173.6359,173.6359,3156216
2020-06-03,171.0794,172.9669,169.7108,171.5942,171.5942,3052612
2020-06-04,168.9299,170.7937,167.5785,169.4382,169.4382,2936869
2020-06-05,166.6782,168.5171,165.3447,167.1797,167.1797,2809671
2020-06-08,164.3385,166.1516,163.0238,164.833,164.833,2671770
2020-06-09,161.9275,163.714,160.632,162.4147,162.4147,2523982
2020-06-10,159.4636,161.2229,158.1878,159.9434,159.9434,2367181
2020-06-11,156.9665,158.6984,155.7108,157.4389,157.4389,2202294
2020-06-12,154.4571,156.1612,153.2214,154.9218,154.9218,2030296
2020-06-15,151.9562,153.6328,150.7406,152.4135,152.4135,1852204
2020-06-16,149.485,151.1343,148.2891,149.9348,149.9348,1669073
2020-06-17,147.0638,148.6864,145.8873,147.5063,147.5063,1481984
2020-06-18,144.7123,146.3089,143.5546,145.1478,145.1478,1292045
2020-06-19,142.4489,144.0205,141.3093,142.8775,142.8775,1100379
2020-06-22,140.2904,141.8382,139.1681,140.7125,140.7125,1091880
2020-06-23,138.2521,139.7775,137.1461,138.6681,138.6681,1283597
2020-06-24,136.3475,137.8518,135.2567,136.7577,136.7577,1473636
2020-06-25,134.5879,136.0728,133.5112,134.9928,134.9928,1660874
2020-06-26,132.9828,134.45,131.919,133.383,133.383,1844204
2020-06-29,131.5398,132.9911,130.4875,131.9356,131.9356,2022540
2020-06-30,130.2644,131.7017,129.2223,130.6564,130.6564,2194830
2020-07-01,129.1602,130.5852,128.1269,129.5489,129.5489,2360052
2020-07-02,128.2288,129.6436,127.203,128.6147,128.6147,2517231
2020-07-03,127.4703,128.8767,126.4505,127.8538,127.8538,2665437
2020-07-06,126.8826,128.2826,125.8676,127.2644,127.2644,2803793
2020-07-07,126.4625,127.8578,125.4508,126.843,126.843,2931481
2020-07-08,126.2047,127.5971,125.1951,126.5845,126.5845,3047745
2020-07-09,126.1028,127.4941,125.0939,126.4822,126.4822,3151899
2020-07-10,126.1487,127.5405,125.1395,126.5283,126.5283,3243326
2020-07-13,126.3332,127.727,125.3225,126.7133,126.7133,3321485
2020-07-14,126.6458,128.043,125.6326,127.0268,127.0268,3385915
2020-07-15,127.0748,128.4769,126.0582,127.4572,127.4572,3436233
2020-07-16,127.6079,129.0158,126.587,127.9918,127.9918,3472143
2020-07-17,128.2315,129.6463,127.2056,128.6173,128.6173,3493433
2020-07-20,128.9317,130.3542,127.9003,129.3197,129.3197,3499975
2020-07-21,129.6942,131.1251,128.6567,130.0845,130.0845,3491732
2020-07-22,130.5044,131.9442,129.4603,130.8971,130.8971,3468752
2020-07-23,131.3477,132.7968,130.2969,131.7429,131.7429,3431172
2020-07-24,132.2099,133.6686,131.1523,132.6078,132.6078,3379213
2020-07-27,133.0777,134.5459,132.013,133.4781,133.4781,3313182
2020-07-28,133.9382,135.4159,132.8667,134.3412,134.3412,3233471
2020-07-29,134.7801,136.2671,133.7018,135.1856,135.1856,3140551
2020-07-30,135.5934,137.0894,134.5087,136.0014,136.0014,3034971
2020-07-31,136.3701,137.8746,135.2791,136.7804,136.7804,2917356
2020-08-03,137.1037,138.6164,136.0069,137.5162,137.5162,2788401
2020-08-04,137.7902,139.3105,136.6879,138.2048,138.2048,2648869
2020-08-05,138.4278,139.955,137.3203,138.8443,138.8443,2499585
2020-08-06,139.0168,140.5506,137.9046,139.4351,139.4351,2341432
2020-08-07,139.56,141.0998,138.4436,139.98,139.98,2175345
2020-08-10,140.0625,141.6079,138.942,140.484,140.484,2002308
2020-08-11,140.5315,142.082,139.4072,140.9543,140.9543,1823342
2020-08-12,140.9759,142.5313,139.8481,141.4001,141.4001,1639507
2020-08-13,141.4068,142.967,140.2756,141.8323,141.8323,1451890
2020-08-14,141.8365,143.4014,140.7018,142.2633,142.2633,1261600
2020-08-17,142.2787,143.8484,141.1404,142.7068,142.7068,1069763
2020-08-18,142.7477,144.3227,141.6057,143.1773,143.1773,1122485
2020-08-19,143.2589,144.8394,142.1128,143.6899,143.6899,1314011
2020-08-20,143.8275,145.4143,142.6768,144.2602,144.2602,1503679
2020-08-21,144.4689,146.0629,143.3132,144.9036,144.9036,1690368
2020-08-24,145.1984,146.8004,144.0368,145.6353,145.6353,1872974
2020-08-25,146.0303,147.6415,144.8621,146.4697,146.4697,2050417
2020-08-26,146.9784,148.6,145.8026,147.4206,147.4206,2221648
2020-08-27,148.0552,149.6887,146.8708,148.5007,148.5007,2385653
2020-08-28,149.2721,150.9191,148.0779,149.7213,149.7213,2541464
2020-08-31,150.6388,152.3008,149.4337,151.0921,151.0921,2688158
2020-09-01,152.1633,153.8422,150.946,152.6212,152.6212,2824868
2020-09-02,153.8518,155.5493,152.621,154.3148,154.3148,2950785
2020-09-03,155.7084,157.4263,154.4627,156.1769,156.1769,3065164
2020-09-04,157.7348,159.4751,156.4729,158.2094,158.2094,3167330
2020-09-07,159.9305,161.695,158.6511,160.4117,160.4117,3256678
2020-09-08,162.2924,164.0829,160.994,162.7807,162.7807,3332679
2020-09-09,164.8146,166.633,163.4961,165.3105,165.3105,3394884
2020-09-10,167.4886,169.3366,166.1487,167.9926,167.9926,3442925
2020-09-11,170.3032,172.1822,168.9408,170.8156,170.8156,3476518
2020-09-14,173.244,175.1555,171.8581,173.7653,173.7653,3495464
2020-09-15,176.2942,178.2393,174.8838,176.8247,176.8247,3499652
2020-09-16,179.434,181.4137,177.9985,179.9739,179.9739,3489056
2020-09-17,182.6411,184.6562,181.18,183.1907,183.1907,3463739
2020-09-18,185.891,187.942,184.4039,186.4503,186.4503,3423851
2020-09-21,189.1572,191.2442,187.6439,189.7264,189.7264,3369628
2020-09-22,192.4115,194.5344,190.8723,192.9905,192.9905,3301390
2020-09-23,195.6249,197.7833,194.0599,196.2136,196.2136,3219541
2020-09-24,198.7676,200.9607,197.1775,199.3657,199.3657,3124565
2020-09-25,201.8102,204.0368,200.1957,202.4174,202.4174,3017024
2020-09-28,204.7239,206.9826,203.0861,205.3399,205.3399,2897554
2020-09-29,207.4814,209.7706,205.8216,208.1057,208.1057,2766861
2020-09-30,210.0579,212.3755,208.3774,210.6899,210.6899,2625719
2020-10-01,212.4311,214.7749,210.7317,213.0703,213.0703,2474962
2020-10-02,214.5824,216.95,212.8658,215.2281,215.2281,2315481
2020-10-05,216.4972,218.8859,214.7653,217.1487,217.1487,2148221
2020-10-06,218.1652,220.5722,216.4199,218.8217,218.8217,1974169
2020-10-07,219.5807,222.0033,217.824,220.2414,220.2414,1794356
2020-10-08,220.7429,223.1783,218.9769,221.4071,221.4071,1609845
2020-10-09,221.6556,224.1012,219.8824,222.3226,222.3226,1421728
2020-10-12,222.3274,224.7804,220.5488,222.9964,222.9964,1231116
2020-10-13,222.771,225.2289,220.9889,223.4414,223.4414,1039137
2020-10-14,223.0029,225.4633,221.2189,223.6739,223.6739,1153072
2020-10-15,223.0428,225.5037,221.2585,223.714,223.714,1344377
2020-10-16,222.9132,225.3726,221.1299,223.584,223.584,1533646
2020-10-19,222.6383,225.0947,220.8572,223.3082,223.3082,1719758
2020-10-20,222.2437,224.6958,220.4658,222.9125,222.9125,1901613
2020-10-21,221.7555,224.2021,219.9814,222.4227,222.4227,2078136
2020-10-22,221.1995,223.64,219.4299,221.8651,221.8651,2248283
2020-10-23,220.6009,223.0348,218.8361,221.2647,221.2647,2411047
2020-10-26,219.9834,222.4105,218.2235,220.6453,220.6453,2565465
2020-10-27,219.3687,221.789,217.6138,220.0288,220.0288,2710625
2020-10-28,218.7763,221.1901,217.0261,219.4346,219.4346,2845668
2020-10-29,218.223,220.6307,216.4772,218.8796,218.8796,2969796
2020-10-30,217.7223,220.1245,215.9805,218.3774,218.3774,3082273
2020-11-02,217.2848,219.6821,215.5465,217.9386,217.9386,3182436
2020-11-03,216.9174,219.3107,215.1821,217.5701,217.5701,3269691
2020-11-04,216.6237,219.0137,214.8907,217.2755,217.2755,3343522
2020-11-05,216.4038,218.7914,214.6725,217.0549,217.0549,3403493
2020-11-06,216.2541,218.6401,214.5241,216.9048,216.9048,3449250
2020-11-09,216.1679,218.5529,214.4386,216.8184,216.8184,3480521
2020-11-10,216.1351,218.5197,214.406,216.7854,216.7854,3497121
2020-11-11,216.1425,218.5273,214.4134,216.7929,216.7929,3498953
2020-11-12,216.1745,218.5595,214.4451,216.8249,216.8249,3486006
2020-11-13,216.2126,218.5981,214.4829,216.8631,216.8631,3458355
2020-11-16,216.2365,218.6223,214.5066,216.8872,216.8872,3416166
2020-11-17,216.2245,218.6101,214.4947,216.8751,216.8751,3359687
2020-11-18,216.1534,218.5383,214.4242,216.8038,216.8038,3289251
2020-11-19,215.9999,218.3831,214.2719,216.6499,216.6499,3205277
2020-11-20,215.7405,218.1208,214.0146,216.3897,216.3897,3108260
2020-11-23,215.3525,217.7285,213.6296,216.0005,216.0005,2998775
2020-11-24,214.8144,217.1845,213.0959,215.4608,215.4608,2877468
2020-11-25,214.1071,216.4693,212.3942,214.7513,214.7513,2745057
2020-11-26,213.2135,215.5659,211.5078,213.855,213.855,2602326
2020-11-27,212.12,214.4603,210.423,212.7583,212.7583,2450118
2020-11-30,210.8165,213.1425,209.13,211.4509,211.4509,2289333
2020-12-01,209.297,211.6062,207.6227,209.9268,209.9268,2120924
2020-12-02,207.5596,209.8496,205.8991,208.1842,208.1842,1945884
2020-12-03,205.6068,207.8753,203.962,206.2255,206.2255,1765251
2020-12-04,203.4456,205.6903,201.8181,204.0578,204.0578,1580092
2020-12-07,201.0872,203.3058,199.4785,201.6923,201.6923,1391502
2020-12-08,198.5466,200.7372,196.9583,199.1441,199.1441,1200597
2020-12-09,195.8427,198.0035,194.276,196.432,196.432,1008505
2020-12-10,192.9973,195.1267,191.4533,193.578,193.578,1183636
2020-12-11,190.0347,192.1313,188.5144,190.6065,190.6065,1374693
2020-12-14,186.981,189.044,185.4851,187.5436,187.5436,1563533
2020-12-15,183.8637,185.8923,182.3928,184.417,184.417,1749040
2020-12-16,180.7109,182.7047,179.2652,181.2546,181.2546,1930117
2020-12-17,177.5503,179.5092,176.1298,178.0845,178.0845,2105693
2020-12-18,174.4091,176.3334,173.0138,174.9339,174.9339,2274730
2020-12-21,171.3135,173.2036,169.943,171.829,171.829,2436228
2020-12-22,168.2877,170.1445,166.9414,168.7941,168.7941,2589231
2020-12-23,165.3542,167.1786,164.0314,165.8518,165.8518,2732836
2020-12-24,162.533,164.3263,161.2328,163.0221,163.0221,2866192
2020-12-25,159.8417,161.6052,158.563,160.3227,160.3227,2988511
2020-12-28,157.2951,159.0306,156.0368,157.7684,157.7684,3099069
2020-12-29,154.9056,156.6147,153.6664,155.3717,155.3717,3197213
2020-12-30,152.6826,154.3672,151.4612,153.142,153.142,3282363
2020-12-31,150.6331,152.295,149.428,151.0863,151.0863,3354013
2021-01-01,148.7613,150.4026,147.5712,149.2089,149.2089,3411742
2021-01-04,147.0691,148.6918,145.8926,147.5117,147.5117,3455207
2021-01-05,145.5561,147.162,144.3916,145.9941,145.9941,3484151
2021-01-06,144.2195,145.8107,143.0657,144.6535,144.6535,3498403
2021-01-07,143.0546,144.633,141.9102,143.4851,143.4851,3497879
2021-01-08,142.0549,143.6222,140.9185,142.4824,142.4824,3482583
2021-01-11,141.212,142.77,140.0823,141.6369,141.6369,3452603
2021-01-12,140.516,142.0664,139.3919,140.9389,140.9389,3408118
2021-01-13,139.9557,141.4998,138.836,140.3768,140.3768,3349391
2021-01-14,139.5185,141.0578,138.4023,139.9383,139.9383,3276769
2021-01-15,139.1909,140.7266,138.0774,139.6097,139.6097,3190682
2021-01-18,138.9587,140.4918,137.847,139.3768,139.3768,3091639
2021-01-19,138.8069,140.3383,137.6964,139.2245,139.2245,2980225
2021-01-20,138.7203,140.2508,137.6105,139.1377,139.1377,2857099
2021-01-21,138.6836,140.2137,137.5742,139.1009,139.1009,2722990
2021-01-22,138.6818,140.2119,137.5723,139.0991,139.0991,2578691
2021-01-25,138.7001,140.2304,137.5905,139.1175,139.1175,2425056
2021-01-26,138.7248,140.2553,137.615,139.1422,139.1422,2262992
2021-01-27,138.743,140.2737,137.633,139.1604,139.1604,2093458
2021-01-28,138.7433,140.274,137.6333,139.1607,139.1607,1917458
2021-01-29,138.7158,140.2463,137.6061,139.1332,139.1332,1736031
2021-02-01,138.6527,140.1825,137.5435,139.0699,139.0699,1550252
2021-02-02,138.548,140.0766,137.4396,138.9649,138.9649,1361218
2021-02-03,138.3978,139.9248,137.2907,138.8143,138.8143,1170047
2021-02-04,138.2009,139.7257,137.0953,138.6167,138.6167,1022128
2021-02-05,137.958,139.4801,136.8543,138.3731,138.3731,1214173
2021-02-08,137.6723,139.1912,136.5709,138.0865,138.0865,1404951
2021-02-09,137.3492,138.8646,136.2504,137.7625,137.7625,1593335
2021-02-10,136.9963,138.5077,135.9003,137.4085,137.4085,1778209
2021-02-11,136.6228,138.1302,135.5298,137.0339,137.0339,1958481
2021-02-12,136.2399,137.743,135.15,136.6498,136.6498,2133084
2021-02-15,135.86,137.3589,134.7731,136.2688,136.2688,2300986
2021-02-16,135.4966,136.9916,134.4126,135.9043,135.9043,2461193
2021-02-17,135.1642,136.6555,134.0829,135.5709,135.5709,2612759
2021-02-18,134.8777,136.3658,133.7987,135.2836,135.2836,2754786
2021-02-19,134.6522,136.1378,133.575,135.0574,135.0574,2886435
2021-02-22,134.5028,135.9868,133.4268,134.9075,134.9075,3006928
2021-02-23,134.4443,135.9276,133.3687,134.8488,134.8488,3115551
2021-02-24,134.4909,135.9747,133.415,134.8956,134.8956,3211661
2021-02-25,134.656,136.1417,133.5788,135.0612,135.0612,3294692
2021-02-26,134.9523,136.4412,133.8726,135.3583,135.3583,3364151
2021-03-01,135.3909,136.8847,134.3078,135.7983,135.7983,3419628
2021-03-02,135.9822,137.4825,134.8943,136.3913,136.3913,3460795
2021-03-03,136.7346,138.2432,135.6408,137.1461,137.1461,3487408
2021-03-04,137.6555,139.1743,136.5543,138.0697,138.0697,3499310
2021-03-05,138.7502,140.2811,137.6402,139.1677,139.1677,3496431
2021-03-08,140.0226,141.5675,138.9024,140.4439,140.4439,3478786
2021-03-09,141.4745,143.0354,140.3427,141.9002,141.9002,3446482
2021-03-10,143.1058,144.6847,141.9609,143.5364,143.5364,3399709
2021-03-11,144.9143,146.5132,143.755,145.3504,145.3504,3338743
2021-03-12,146.8959,148.5166,145.7207,147.3379,147.3379,3263945
2021-03-15,149.044,150.6884,147.8516,149.4925,149.4925,3175758
2021-03-16,151.3498,153.0197,150.139,151.8052,151.8052,3074703
2021-03-17,153.8024,155.4993,152.572,154.2652,154.2652,2961377
2021-03-18,156.3884,158.1139,155.1373,156.859,156.859,2836452
2021-03-19,159.0924,160.8477,157.8197,159.5712,159.5712,2700665
2021-03-22,161.8969,163.6831,160.6017,162.384,162.384,2554820
2021-03-23,164.7822,166.6002,163.4639,165.278,165.278,2399780
2021-03-24,167.7272,169.5777,166.3853,168.2319,168.2319,2236461
2021-03-25,170.7093,172.5927,169.3436,171.2229,171.2229,2065829
2021-03-26,173.7049,175.6214,172.3152,174.2276,174.2276,1888893
2021-03-29,176.6898,178.6392,175.2763,177.2215,177.2215,1706701
2021-03-30,179.6397,181.6217,178.2026,180.1802,180.1802,1520328
2021-03-31,182.5307,184.5446,181.0705,183.08,183.08,1330879
2021-04-01,185.34,187.3849,183.8573,185.8977,185.8977,1139472
2021-04-02,188.0461,190.1209,186.5418,188.612,188.612,1052758
2021-04-05,190.6299,192.7331,189.1048,191.2035,191.2035,1244677
2021-04-06,193.0745,195.2047,191.5299,193.6555,193.6555,1435149
2021-04-07,195.3665,197.522,193.8036,195.9544,195.9544,1623048
2021-04-08,197.4956,199.6746,195.9156,198.0898,198.0898,1807262
2021-04-09,199.4552,201.6558,197.8596,200.0554,200.0554,1986701
2021-04-12,201.2428,203.4631,199.6328,201.8483,201.8483,2160305
2021-04-13,202.8594,205.0976,201.2366,203.4698,203.4698,2327047
2021-04-14,204.3102,206.5644,202.6757,204.925,204.925,2485940
2021-04-15,205.6037,207.8721,203.9588,206.2223,206.2223,2636044
2021-04-16,206.7518,209.0329,205.0978,207.3739,207.3739,2776473
2021-04-19,207.7693,210.0617,206.1072,208.3945,208.3945,2906396
2021-04-20,208.6735,210.9758,207.0041,209.3014,209.3014,3025043
2021-04-21,209.4835,211.7947,207.8076,210.1138,210.1138,3131714
2021-04-22,210.2197,212.5391,208.5379,210.8522,210.8522,3225777
2021-04-23,210.9033,213.2302,209.2161,211.5379,211.5379,3306677
2021-04-26,211.5556,213.8898,209.8632,212.1922,212.1922,3373934
2021-04-27,212.1977,214.5389,210.5001,212.8362,212.8362,3427152
2021-04-28,212.8494,215.1978,211.1466,213.4899,213.4899,3466014
2021-04-29,213.5293,215.8852,211.8211,214.1718,214.1718,3490292
2021-04-30,214.2541,216.618,212.5401,214.8988,214.8988,3499842
2021-05-03,215.0381,217.4106,213.3178,215.6852,215.6852,3494607
2021-05-04,215.893,218.275,214.1659,216.5427,216.5427,3474618
2021-05-05,216.8277,219.22,215.0931,217.4802,217.4802,3439994
2021-05-06,217.8477,220.2513,216.1049,218.5032,218.5032,3390939
2021-05-07,218.9553,221.3711,217.2037,219.6142,219.6142,3327744
2021-05-10,220.1493,222.5782,218.3881,220.8117,220.8117,3250782
2021-05-11,221.4248,223.8678,219.6534,222.0911,222.0911,3160508
2021-05-12,222.7735,225.2314,220.9913,223.4438,223.4438,3057456
2021-05-13,224.1834,226.6568,222.3899,224.8579,224.8579,2942236
2021-05-14,225.639,228.1285,223.8339,226.318,226.318,2815529
2021-05-17,227.1218,229.6277,225.3048,227.8052,227.8052,2678085
2021-05-18,228.6101,231.1323,226.7812,229.298,229.298,2530716
2021-05-19,230.0794,232.6179,228.2388,230.7717,230.7717,2374294
2021-05-20,231.5033,234.0575,229.6512,232.1999,232.1999,2209744
2021-05-21,232.8533,235.4224,230.9904,233.5539,233.5539,2038039
2021-05-24,234.0999,236.6828,232.2271,234.8043,234.8043,1860195
2021-05-25,235.2132,237.8083,233.3315,235.921,235.921,1677264
2021-05-26,236.1633,238.7689,234.274,236.8739,236.8739,1490327
2021-05-27,236.9215,239.5355,235.0261,237.6344,237.6344,1300491
2021-05-28,237.4607,240.0806,235.561,238.1752,238.1752,1108877
2021-05-31,237.7565,240.3797,235.8544,238.4719,238.4719,1083380
2021-06-01,237.7876,240.4112,235.8853,238.5031,238.5031,1275145
2021-06-02,237.537,240.1578,235.6367,238.2518,238.2518,1465282
2021-06-03,236.9919,239.6067,235.096,237.7051,237.7051,1652668
2021-06-04,236.1448,238.7503,234.2557,236.8554,236.8554,1836193
2021-06-07,234.9935,237.5862,233.1135,235.7006,235.7006,2014773
2021-06-08,233.541,236.1177,231.6727,234.2437,234.2437,2187352
2021-06-09,231.7961,234.3535,229.9417,232.4936,232.4936,2352908
2021-06-10,229.7726,232.3077,227.9344,230.464,230.464,2510463
2021-06-11,227.4894,229.9993,225.6695,228.1739,228.1739,2659084
2021-06-14,224.9696,227.4517,223.1698,225.6465,225.6465,2797893
2021-06-15,222.24,224.692,220.4621,222.9087,222.9087,2926070
2021-06-16,219.3305,221.7504,217.5758,219.9904,219.9904,3042854
2021-06-17,216.273,218.6592,214.5428,216.9238,216.9238,3147557
2021-06-18,213.101,215.4522,211.3962,213.7423,213.7423,3239559
2021-06-21,209.8484,212.1637,208.1696,210.4799,210.4799,3318315
2021-06-22,206.5489,208.8278,204.8965,207.1704,207.1704,3383361
2021-06-23,203.2352,205.4775,201.6093,203.8467,203.8467,3434310
2021-06-24,199.9384,202.1443,198.3389,200.54,200.54,3470863
2021-06-25,196.6875,198.8576,195.114,197.2793,197.2793,3492802
2021-06-28,193.509,195.644,191.9609,194.0913,194.0913,3499998
2021-06-29,190.4264,192.5274,188.903,190.9994,190.9994,3492409
2021-06-30,187.46,189.5283,185.9603,188.0241,188.0241,3470079
2021-07-01,184.6269,186.6639,183.1499,185.1824,185.1824,3433140
2021-07-02,181.9408,183.9482,180.4853,182.4883,182.4883,3381811
